username,chat,emotion,toxicity
narki #11010, dumb ass,anger,RNG complaints
Astræa #7862, Dumb teams,anger,MM complaints
LikMaB#alls, Dumbass,anger,RNG complaints
Pikayuls#GEAR, dumbass,anger,RNG complaints
Yumi Noona#Lewd, Dumbass,disgust,RNG complaints
I hate Reyna#8591, dump,disgust,RNG complaints
oyasumi#5643, dw abt it,neutral,not toxic
Sora#ODRI, easy,happy,not toxic
Serakku#002, encouraging words that gives positive vibes to the whole team.,neutral,not toxic
iMissHer #hesk, engot ,disgust,cyberbullying
Player1#2110, enjoy lang,happy,not toxic
Shizu #IDK, entry,disgust,not toxic
vic sotto#EXSNT, entry,anger,not toxic
Burakdoy #0911, entry,anger,not toxic
TWICE Dahyun#MDAA, entry (duelist),neutral,not toxic
Leni Rebrimstone#yssa, Entry Duelist Ano Na,anger,EBR complaints
Naofumi#0721, entry naman dyan mga bobong duelist mga auto locker,anger,cyberbullying
Zoe Potato#zoe, entry?,anger,not toxic
I hate Reyna#8591, ETc,neutral,not toxic
14th Element#6250, ew,disgust,RNG complaints
his toyo #womp, explicit blowjob sound effects,disgust,cyberbullying
PD Jblazeer#lui, extend ka piso,happy,sarcasm
0, ey,happy,not toxic
Burakdoy #0911, eyyyy,happy,not toxic
JigZaw #1323, ez,happy,not toxic
McDanolds#Coke, Ez,happy,not toxic
Bunchun#7up, ez,happy,not toxic
RAGING T1TE !vamos, ez,happy,not toxic
Alexis#Sol, f u,happy,cyberbullying
Nishimiya#lia," f*cking idiot”
“(comment about one's mother)”
“(comment about one's sexuality)”",anger,cyberbullying
Doctor Zhivago#1393, fags,anger,racism
nishi#nich, fast push,neutral,not toxic
crunch#JIE, fck ur mom ,anger,cyberbullying
Naofumi#0721, ff na mga weak,happy,RNG complaints
Siomai#5722, fighting! (Cheering in voice),neutral,not toxic
Raijin#0829, Flank,sad,not toxic
guiche#lorum, flank,neutral,not toxic
Lexgetit #LJC, flank,neutral,not toxic
bagal #3250, flank,neutral,not toxic
Dos #akosi, focus on the game more,neutral,not toxic
Adult Hipster #6969, friendly,happy,not toxic
Lien#0618, fuck,surprise,cyberbullying
HaekHaek #haha, fuck,surprise,cyberbullying
nabi #bzbzz, fuck,surprise,cyberbullying
PandaBaby #BABY, fuck,surprise,cyberbullying
Kuys #ayban, fuck ,surprise,cyberbullying
Thing#achie, fuck my team,anger,MM complaints
14th Element#6250, fuck off,anger,cyberbullying
Liyan #AX1A, fuck off,disgust,cyberbullying
TBE Whack#cutie, fuck ur mom,anger,cyberbullying
14th Element#6250, fuck you,anger,cyberbullying
fishybench#6069, fuck you,disgust,cyberbullying
Vanitas#Enzo, Fuck you,disgust,cyberbullying
chimken nagets #jeyzz, fuck you,disgust,cyberbullying
Nanashi#1003, fuck you,anger,RNG complaints
LikMaB#alls, Fuck you,anger,RNG complaints
Pupibro シ #PUPI, fuck you,sad,RNG complaints
CRZY Sundae #Sweet, fuck you,anger,cyberbullying
caly #cutie, fuck you,anger,cyberbullying
TBE Whack#cutie, fuck you,disgust,cyberbullying
nihoe #meowr, fuck you,disgust,cyberbullying
Yumi Noona#Lewd, Fuck you,anger,cyberbullying
Vile#krim, fuck you ,sad,cyberbullying
KazukiNejima#Rieri, fuck you and your family,anger,cyberbullying
Fry #Bait, fuck you bitch etc.,anger,sexism
zerre#cire, fuck you i hope your mom die and dont play valorant anymore ,anger,cyberbullying
Jeffers0n#2004, fuck you noob,anger,cyberbullying
Astræa #7862, Fuck you!,anger,cyberbullying
Annastasius#Kath, Fuck your mom,anger,cyberbullying
H3CCO2CH2CH3 #ester, fuck your mom/family,anger,cyberbullying
Kuraidu #yAah, Fuck your mother,anger,cyberbullying
Lien#0618, fucker,surprise,cyberbullying
SSPH 麗直#715, Fucker,surprise,cyberbullying
TBE Whack#cutie, fucking duelist,anger,MM complaints
purr purr#baby, fucking dumb,anger,RNG complaints
Hyeju #Kyu, Fucking idiot,anger,RNG complaints
SRD Huncho #REBEL, fucking noob,disgust,RNG complaints
Bill hot#talib, fucking noob,anger,RNG complaints
Arlecchino#9701, fucking noob ,anger,RNG complaints
zerre#cire, fucking retard ,anger,ableism
Notykatsudon#0000, fucking stupid,disgust,cyberbullying
baò#huáng, fucking woman,disgust,sexism
zerre#cire, fuckyou,anger,cyberbullying
Adult Hipster #6969, gago,anger,cyberbullying
RGB 0000FF#BLUE, gago,anger,cyberbullying
i miss him#7887, gago,surprise,cyberbullying
RoDe0#69420, gago,surprise,cyberbullying
rein #yara, gago,surprise,cyberbullying
his toyo #womp, gago,surprise,RNG complaints
ram #0412, gago,surprise,RNG complaints
ylysah#mer, gago,surprise,cyberbullying
I dont play anymore haha, gago,anger,cyberbullying
clementine #KAIS, gago,anger,cyberbullying
Player1#2110, gago,anger,cyberbullying
Risa#6197, gago,surprise,cyberbullying
Lexgetit #LJC, gago,surprise,cyberbullying
CRZY Sundae #Sweet, gago,surprise,cyberbullying
PandaBaby #BABY, gago,anger,cyberbullying
Yumi Noona#Lewd, gago,surprise,cyberbullying
keyleeeee#00001, gago,anger,cyberbullying
FY scorpio#Engr, gago etc. ,anger,cyberbullying
calcifer#cruui, gago ka,surprise,cyberbullying
Adult Hipster #6969, galing,happy,not toxic
NON #TAE, galing,happy,sarcasm
GEORGINA #RG28, galing,happy,not toxic
#Tesla, galing,disgust,sarcasm
NinJayx#5601, galing,disgust,sarcasm
TiP#0101, Galing,disgust,not toxic
うねり#meili, galing,disgust,not toxic
Berith#TWICE, galing mo,disgust,not toxic
Jeeeeeelly #Ace, galing mo,happy,not toxic
strawberry #mica, galing mo,happy,sarcasm
ginanon lng aq #ahri, galing mo,happy,sarcasm
Tiara#aest, galing mo,disgust,not toxic
I JUST WANT TO HELP YOU IN YOUR RESEARCH #jit, galing mo (my ign/agent),disgust,not toxic
RapyDapy#0001, galing mo naman,disgust,not toxic
Naofumi#0721, galing mo naman,happy,sarcasm
Nono#doggy, Galing mo naman pre ily! ,happy,not toxic
comrade john#0811, Galing mo par,happy,not toxic
"hello, i dont have a valorant account na since binenta ko sya dahil wala na me nakakalaro pero pinagsisihan din", galing mo par,happy,not toxic
"hello, i dont have a valorant account na since binenta ko sya dahil wala na me nakakalaro pero pinagsisihan din", Galing mo par,disgust,sarcasm
nesaemx666#w1z, galing mo pre,happy,not toxic
Apollo #sol," galing mo"" ",happy,not toxic
BrokenASF#imhsm, galing moo,happy,not toxic
fatee#rowr, galing mooo,happy,not toxic
YoreL#LeroY, galing nyo,sad,not toxic
XH Ninzer #Gremo, galing nyo guys,sad,not toxic
kyo#yel, galingan niyo pa,happy,sarcasm
Zaelleeeeeee#0143, game,happy,not toxic
Phoxsap#2223, game,neutral,not toxic
Player1#2110, game lang,neutral,not toxic
madeemoicelle #M4CE, ganda na ng aim mo,happy,not toxic
SSunday#nocap, gandu,happy,not toxic
Homura #Fuyu," ganyan pambahay kalang maglinis ka""
""Mag quit kana",anger,sexism
Danke Seb V5#0310, Gay,anger,sexism
Mista#four, gay,disgust,sexism
LikMaB#alls, Gay,disgust,sexism
Kuraidu #yAah, Gay,disgust,sexism
PandaBaby #BABY, gay,disgust,sexism
Danizue#GF2, GeeGee,happy,not toxic
Danizue#GF2, GeeGee,happy,not toxic
zerre#cire, get better,happy,not toxic
Vanitas#Enzo, Get good,happy,not toxic
Calmpath #9409, get good,happy,not toxic
Yuta #2934, get out of this game,anger,Gamesplaining
14th Element#6250, gg,sad,not toxic
JigZaw #1323, gg,sad,not toxic
Shinsquared#2020, gg,happy,not toxic
SS Tacenda #meer, gg,happy,not toxic
metach#CXQG, gg,sad,not toxic
Sora#ODRI, gg,sad,not toxic
bitWise#OPRTR, GG,sad,not toxic
14th Element#6250, gg,happy,not toxic
Phantomerist #Chewy, gg,happy,not toxic
XH SOLARIA #laity, gg,sad,not toxic
aniy3ong #2708, GG,sad,not toxic
2996, GG,sad,not toxic
Wally Bayola#2774 , GG,happy,not toxic
klee#teya, gg,happy,not toxic
fishybench#6069, gg,happy,not toxic
chewu#LRRY, GG,happy,not toxic
0, GG,sad,not toxic
Hisoka Morrow #0201, GG,sad,not toxic
JigZaw #1323, GG,happy,not toxic
SCE Hades #Riz, GG,happy,not toxic
Ezicriel#five, gg,happy,not toxic
RoDe0#69420, gg,happy,not toxic
cliquex#cliqx, gg,happy,not toxic
Gustavo #KDK, gg,sad,not toxic
Maku#8706, gg,sad,not toxic
Aendi #1108, gg,sad,not toxic
Daniel Pamilya #4694, gg,sad,not toxic
potato#uror, gg,sad,not toxic
Samyang#JULS, gg,sad,not toxic
Euwannnn#0523, GG,sad,not toxic
xNightfallx, GG,sad,not toxic
vic sotto#EXSNT, gg,sad,not toxic
baò#huáng, gg,sad,not toxic
Chinokate#2505, gg,sad,not toxic
arvin #JCAR, GG,sad,not toxic
Mista#four, gg,sad,not toxic
Marii#8888, gg,happy,not toxic
CST kenz#porks, gg,happy,not toxic
hanibiiiii#9999, gg,happy,not toxic
NX Rikapyon#king, gg,happy,not toxic
Amira #CCCCC, GG,sad,not toxic
Sterben#41400, GG,happy,not toxic
Mar #1428, gg,happy,not toxic
hecs#2OO1, GG,happy,not toxic
hecs#2001, GG,disgust,not toxic
0, GG,disgust,not toxic
nakamoto yuta#127, gg,disgust,not toxic
clementine #KAIS, GG,happy,not toxic
egg #bonn, gg,happy,not toxic
Risa#6197, gg,happy,not toxic
0, gg,happy,not toxic
B14SED#uWu, gg,sad,not toxic
tinapangtubol#kobe, gg,happy,not toxic
Road#0020, GG,happy,not toxic
yuzwmiski#euge, GG,neutral,not toxic
guiche#lorum, gg,disgust,not toxic
TiP#0101, GG,disgust,not toxic
GodJihyo#1015, GG,disgust,not toxic
KennyX #30 6, gg,disgust,not toxic
Aullie #4399, gg,disgust,not toxic
zineeey#777 , GG,disgust,not toxic
Scrix#9697, gg,happy,not toxic
N/A, GG,happy,not toxic
amity#ars, GG,happy,not toxic
keyleeeee#00001, gg,disgust,not toxic
ten#1975, gg ,disgust,not toxic
ApkForsaken#Lucy, gg bois have a nice day,happy,not toxic
INS Leo#Shawn, gg ez,happy,not toxic
0, GG EZ MGA BOBO,happy,cyberbullying
amity#ars, gg guys,sad,not toxic
Naofumi#0721, GG nc game,neutral,not toxic
Yummy hotdog #tomeh, gg sa kampi,sad,MM complaints
yuzwmiski#euge, gg talo na agad,sad,MM complaints
Markehfi #del, gg tatanga nyo,anger,MM complaints
Eyyshork #ace, GG!,happy,not toxic
guiche#lorum, gga,sad,not toxic
LSGN MaysterJoe#3109," GGEZ (Good Game Easy ""Just for laughs"" hehe) ",happy,not toxic
kaorikoko #cry, ggs,sad,not toxic
zerre#cire, ggs,sad,not toxic
GKB Mochie#VIN, ggs,sad,not toxic
Lexgetit #LJC, ggs,happy,not toxic
Amira #Cutie, GGs,happy,not toxic
Xiaya#cutie, ggs,disgust,not toxic
TheSacredCat #1222, ggs,disgust,not toxic
Inés #xiao, GGS,disgust,not toxic
Chicken Adobo#Les, GGs,sad,not toxic
Mamas boyyy #Cobe, ggs,sad,not toxic
DDT Panda #josh, ggs,sad,not toxic
bread#F01, ggs,happy,not toxic
CEO Kani #sebas, ggs,happy,not toxic
aaa #idc, ggs,happy,not toxic
i 8 his chicken#dark, ggs,happy,not toxic
baò#huáng, ggs,happy,not toxic
Siomai#5722, ggs,sad,not toxic
StrwbrryJa#5720, GGS,happy,not toxic
i miss her #BIA, Ggs,sad,not toxic
bubbles#0217, GGS,happy,not toxic
raemraemgoaway #1113, GGS,happy,not toxic
CN kaz#MKAZ, ggs,happy,not toxic
MiAmoré#zoro, ggs,sad,not toxic
hanibiiiii#9999, ggs,sad,not toxic
mustard #tin, ggs,sad,not toxic
0, ggs,sad,not toxic
Shaquille Reneel #ong, GGS,sad,not toxic
indophenol#blue, ggs,happy,not toxic
Nanashi#1003, ggs,happy,not toxic
Isumi Tachiii #mpty, ggs,happy,not toxic
LikMaB#alls, GGs,sad,not toxic
Jsauce#1212, ggs,sad,not toxic
Tap #0000, GGS,sad,not toxic
Hyde #JAAB, ggs,happy,not toxic
keshii#zZzzZ, ggs,sad,not toxic
Neneng Makulit#tpcal, GGS,happy,not toxic
0, GGS,sad,not toxic
fatee#rowr, ggs,happy,not toxic
Annastasius#Kath, GGs,sad,not toxic
Lotus#sugar, ggs,disgust,not toxic
twirly#eyy, ggs,disgust,not toxic
caly #cutie, ggs,disgust,not toxic
Santino#6684, ggs,disgust,not toxic
Leo #cal, ggs,sad,not toxic
nabi #bzbzz, ggs,sad,not toxic
Sheesh Escudero #Tene, ggs,sad,not toxic
Skwa #FPS, ggs,happy,not toxic
nihoe #meowr, ggs,happy,not toxic
Saeko#Caius, ggs,happy,not toxic
SungJinwoo#aceu, GGs,sad,not toxic
Sloppy Wet Abs #6Pack, GGS,happy,not toxic
Leeey#2003, GGS,sad,not toxic
jhar #8888, ggs,sad,not toxic
KazukiNejima#Rieri, ggs,happy,not toxic
R0R0N0A Z0R0#1234, GGS,happy,not toxic
GZ Chitandaa#Hyou, ggs,happy,not toxic
Naofumi#0721, GGS,sad,not toxic
ecniv#0405, ggs,happy,not toxic
Jeffers0n#2004, GG's even we lose we still tried our best.,happy,not toxic
Calmpath #9409, GGs guys,sad,not toxic
Yumi Noona#Lewd, GG's guys nice game.,happy,not toxic
Radyliance#00000, Gg's isa pa,happy,not toxic
uzi#08880, ggs thank you!,happy,not toxic
chimken nagets #jeyzz, ggs ty,happy,not toxic
HY Cue#0208, GGS!,sad,not toxic
rein #yara, ggs!,sad,not toxic
Yoshsaturn#1130, ggs!,happy,not toxic
60Hz #MJVST, ggs.,happy,not toxic
i miss her #BIA, Ggsty.,happy,not toxic
chimken nagets #jeyzz, ggty,happy,not toxic
DDU alvinj #ECE, ggty,happy,not toxic
DanaSoslar#abbie, ggty,happy,not toxic
JigZaw #1323, ggwp,happy,not toxic
ETOC Kiyo#2213, ggwp,sad,not toxic
Asclepius #danic, GGWP,sad,not toxic
ZNTH Arvie #wapol, ggwp,sad,not toxic
haha rly#lmao, ggwp,sad,not toxic
Wally Bayola#2774 , GGWP,happy,not toxic
TheSacredCat #1222, ggwp,sad,not toxic
AF Aki #Jeni, GGWP,happy,not toxic
kaorikoko #cry, ggwp,sad,not toxic
RazG#Razzy, GGWP,happy,not toxic
Chala #0112, GGWP,sad,not toxic
shiro#chrls, ggwp,happy,not toxic
zerre#cire, ggwp,sad,not toxic
Katsuki#AJKSS, GGWP,happy,not toxic
ryuddaeng #jmkai, ggwp,sad,not toxic
Sanibeu#DDG, ggwp,happy,not toxic
Homura #Fuyu, GGWP,sad,not toxic
AXR lampniibarra #RZCT, ggwp,happy,not toxic
Samyang#JULS, ggwp,sad,not toxic
FY scorpio#Engr, ggwp,happy,not toxic
AE havenshogun#LYNX, ggwp,sad,not toxic
Giyu#SLYR, ggwp,happy,not toxic
icy#1724, ggwp,sad,not toxic
Jheems#0403, GGWP,happy,not toxic
GnC Jon Snow#CHA, ggwp,sad,not toxic
"hello, i dont have a valorant account na since binenta ko sya dahil wala na me nakakalaro pero pinagsisihan din", GGWP,happy,not toxic
p1ssbulbol #pogi (sorry po sa inappropriate name), ggwp,sad,not toxic
LSGN MaysterJoe#3109, GGWP (Good Game Well Played),happy,not toxic
Miwa#0710, ggwp (good game well played),sad,not toxic
BDSM Chen#CHEN, ggwp!,happy,not toxic
JigZaw #1323, gh,sad,not toxic
Berith#TWICE, gh,happy,not toxic
ZNTH Arvie #wapol, gh,sad,not toxic
eya#1010, gh,happy,not toxic
Bianx#whiff, GH,sad,not toxic
NCG Aureeeen #Raiii, GH,happy,not toxic
kaorikoko #cry, GH,sad,not toxic
Itsviiiii #cute, GH,happy,not toxic
chewu#LRRY, GH,sad,not toxic
Chala #0112, GH,happy,not toxic
zerre#cire, gh,sad,not toxic
Ryiou #7777, gh,happy,not toxic
zdraugnaV #Ja9, gh,sad,not toxic
z0m #0911, gh,happy,not toxic
metach#CXQG, gh,sad,not toxic
0lea #So1e, GH,happy,not toxic
WIR Gyozaaa#3025, gh,sad,not toxic
Akira#jig, gh,happy,not toxic
Kenma#mau, GH,sad,not toxic
AE havenshogun#LYNX, gh,happy,not toxic
Pulutang Ene #cesca, gh,sad,not toxic
EMP Veldora#GAGO, GH,happy,not toxic
Bunchun#7up, gh,sad,not toxic
elysiarson#bro, gh,happy,not toxic
GKB Mochie#VIN, GH,sad,not toxic
Notykatsudon#0000, GH,happy,not toxic
DDU alvinj #ECE, gh,sad,not toxic
pol#9715, gh,happy,not toxic
Shaquille Reneel #ong, gh,sad,not toxic
KingQueen#jeff, gh,happy,not toxic
Leni Rebrimstone#yssa, GH,sad,not toxic
CE somi#zenin, gh,happy,not toxic
GUYS Kensh1n #xenim, GH,sad,not toxic
NissanSilvia S15 #Panda, gh,happy,not toxic
Risa#6197, gh,sad,not toxic
VALAR Lucifer #PEPE, gh,happy,not toxic
SSES Cyt #J1228, GH,sad,not toxic
wifenloof#Desuu, gh,happy,not toxic
B14SED#uWu, gh,sad,not toxic
R3DMATRIX#0609, gh,happy,not toxic
Oreo#kbnjl, gh,sad,not toxic
guiche#lorum, gh,happy,not toxic
YoreL#LeroY, gh,sad,not toxic
Santino#6684, gh,happy,not toxic
Skwa #FPS, gh,sad,not toxic
PandaBaby #BABY, gh,happy,not toxic
Saeko#Caius, gh,sad,not toxic
Kuro#9045, gh,happy,not toxic
Brawk #GEAR, gh,sad,not toxic
amity#ars, gh,happy,not toxic
onin#ekis, GH,sad,not toxic
Quokka#cola, gh,happy,not toxic
Fritzo #esj, GH,sad,not toxic
Zero Integral #AVI, gh,happy,not toxic
T2 Iman #ems, gh (good half),sad,not toxic
FY scorpio#Engr, gh(good half) ,happy,not toxic
Maku#8706, ginagawa mo,disgust,sarcasm
Arlecchino#9701, ginagawa mo,anger,sarcasm
NCG Aureeeen #Raiii, girl,neutral,not toxic
nami#1905, girls are noob,anger,sexism
DDT Panda #josh, girls should not be playing,disgust,sexism
Potion #STIV, gj,happy,not toxic
0, GJ,happy,not toxic
MiNayeon#PENGU, gj,happy,not toxic
Bunchun#7up, gj,sad,not toxic
GKB Mochie#VIN, GJ,sad,not toxic
pol#9715, gj,sad,not toxic
CK03, GJ,sad,not toxic
emjaycee#ASTRO, GJ,happy,not toxic
0, gj,happy,not toxic
homeless emperor#1029, gj,happy,not toxic
keyleeeee#00001, gj,happy,not toxic
The Unforgiven #makuu, gj(good job),happy,not toxic
Marius#9310, gl,happy,not toxic
keyleeeee#00001, gl,sad,not toxic
elysiarson#bro, glfh,sad,not toxic
Asclepius #danic, glhf,happy,not toxic
Asclepius #danic, GLHF,happy,not toxic
sujin #9488, glhf,happy,not toxic
zerre#cire, glhf,happy,not toxic
bread#F01, glhf,happy,not toxic
Hisoka Morrow #0201, GLHF,sad,not toxic
BDSM Chen#CHEN, Glhf,sad,not toxic
Ryiou #7777, glhf,sad,not toxic
z0m #0911, glhf,sad,not toxic
Eris#akuma, glhf,happy,not toxic
Boozy#182, GLHF,happy,not toxic
0lea #So1e, GLHF,happy,not toxic
FY scorpio#Engr, glhf,happy,not toxic
r0han #wews, GLHF,sad,not toxic
NattyTashy #chrry, GLHF,sad,not toxic
xNightfallx, GLHF,sad,not toxic
Liyan #AX1A, GLHF,happy,not toxic
Gezzenova #NA1, GLHF,happy,not toxic
Jheems#0403, GLHF,happy,not toxic
GnC Jon Snow#CHA, glhf,happy,not toxic
GKB Mochie#VIN, GLHF,happy,not toxic
DaBoMi#mob1, GLHF,happy,not toxic
kyo#yel, glhf,happy,not toxic
Ancalagon #JIHYO, GLHF,happy,not toxic
CST kenz#porks, glhf,sad,not toxic
chimken nagets #jeyzz, glhf,sad,not toxic
SYNRGY Anya #ARCNE, GLHF,happy,not toxic
Aoki #xyr, glhf,happy,not toxic
Shaquille Reneel #ong, GLHF,sad,not toxic
Vellium #3189, GLHF,sad,not toxic
0, GLHF,happy,not toxic
Leni Rebrimstone#yssa, GLHF,happy,not toxic
NissanSilvia S15 #Panda, glhf,sad,not toxic
RAAALD #3685, glhf,sad,not toxic
Oreo#kbnjl, glhf,happy,not toxic
Lotus#sugar, glhf,happy,not toxic
Pupibro シ #PUPI, GLHF,sad,not toxic
邪魔するな #ヤバい, glhf,sad,not toxic
IV of Fade #OPM, GLHF,happy,not toxic
Don Corleone #3101, glhf,happy,not toxic
Saeko#Caius, glhf,sad,not toxic
amity#ars, glhf,sad,not toxic
onin#ekis, GLHF,happy,not toxic
Fritzo #esj, GLHF,happy,not toxic
Fool #6104, glhf,sad,not toxic
Zero Integral #AVI, glhf,sad,not toxic
LSGN MaysterJoe#3109, GLHF (Good Luck Have Fun),happy,not toxic
TWICE Dahyun#MDAA, GLHF. Can't remember na huhuhuhu,happy,not toxic
shobe#hykw, go a,neutral,not toxic
LapLap Pooh#PLPNS, go a,neutral,not toxic
rosie binx #mochi , Go AFK,anger,MM complaints
ZeroTwo#Kneel, go and clutch ,happy,not toxic
shobe#hykw, go b,neutral,not toxic
bagal #3250, go bbbb,neutral,not toxic
shobe#hykw, go c,neutral,not toxic
zerre#cire, go fuck yourself,anger,RNG complaints
elysiarson#bro, go get them,neutral,not toxic
Lexgetit #LJC, go get your ace/kill,happy,not toxic
Calmpath #9409, go home and wash dishes,disgust,cyberbullying
Hate #qtqt, go kill your self ,anger,cyberbullying
haru#riee, go quit,anger,gamesplaining
Maggiekarp Fnboy#1fan, go quit,anger,gamesplaining
XH Ellie #sean, Go to sleep.,anger,gamesplaining
Fry #Bait, Go you can do it,happy,not toxic
Dos #akosi, goob job,happy,not toxic
Jeeeeeelly #Ace, good aim,happy,not toxic
NattyTashy #chrry, good aim,happy,not toxic
Sora#ODRI, good aim,disgust,not toxic
Doctor Zhivago#1393, good aim,happy,not toxic
Zeke#maro, good call,happy,not toxic
Alysay#1004, good call,happy,not toxic
SCE Hades #Riz, good call out,happy,not toxic
Bukku#XXXX, Good clutch,happy,not toxic
Sak Madiq #66699, good clutch,happy,not toxic
KingQueen#jeff, good comms,happy,not toxic
CE somi#zenin, good comms,happy,not toxic
kikiDoYouLoveMe #4554, Good comms,happy,not toxic
rein #yara, good comms bro,happy,not toxic
